taxon_oid,seq_id,combinedName,protacc,idPercent,len,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore taxid,complet_lineage,complete_taxid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Order,Family,Genus,Species,Latitude,Longitude,Genome Size   * assembled,Gene Count   * assembled,Unnamed: 15
3300029993,Ga0302304_10009200,AllrenameHeader_data3.fa-split-53.fasta.blastout.taxid_serveur_lineage:Ga0302304_10009200_3300029993:967-1050,MG664502.1,96.25,80,3,0,1,80,1504,1583,2.48e-27,132 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_E2_2",DOE Joint Genome Institute (JGI),3300029993,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,747485897,1559318,
3300029993,Ga0302304_10041489,AllrenameHeader_data3.fa-split-53.fasta.blastout.taxid_serveur_lineage:Ga0302304_10041489_3300029993:1755-1859,KF849578.1,92.079,101,8,0,1,101,1436,1536,1.59e-30,143 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_E2_2",DOE Joint Genome Institute (JGI),3300029993,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,747485897,1559318,
3300030746,Ga0302312_10076140,AllrenameHeader_data3.fa-split-54.fasta.blastout.taxid_serveur_lineage:Ga0302312_10076140_3300030746:165-815,MG664502.1,93.88600000000001,458,24,4,169,626,713,1166,0.0,688 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_N2_1",DOE Joint Genome Institute (JGI),3300030746,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,866250470,1843574,
3300030693,Ga0302313_10055330,AllrenameHeader_data3.fa-split-54.fasta.blastout.taxid_serveur_lineage:Ga0302313_10055330_3300030693:800-884,MG664502.1,96.296,81,3,0,1,81,1503,1583,7.030000000000001e-28,134 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_N2_2",DOE Joint Genome Institute (JGI),3300030693,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,962657942,2097705,
3300030906,Ga0302314_10592099,AllrenameHeader_data3.fa-split-54.fasta.blastout.taxid_serveur_lineage:Ga0302314_10592099_3300030906:816-942,KF849578.1,90.566,106,9,1,18,123,1432,1536,2.7e-29,139 231055 231055,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;environmental samples;uncultured Glomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;231054;231055;,*Microbiome,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Palsa_N2_3",DOE Joint Genome Institute (JGI),3300030906,Peat,Unclassified,Unclassified,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden",68.3535,19.0473,3989702171,7570745,
3300005329,Ga0070683_101237523,AllrenameHeader_data3.fa-split-5.fasta.blastout.taxid_serveur_lineage:Ga0070683_101237523_3300005329:586-712,AM950206.1,84.12700000000001,126,12,6,1,126,776,893,4.549999999999999e-22,115 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C7.1-3L metaG",DOE Joint Genome Institute (JGI),3300005329,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,5446028685,14316219,
3300005365,Ga0070688_100182850,AllrenameHeader_data3.fa-split-6.fasta.blastout.taxid_serveur_lineage:Ga0070688_100182850_3300005365:1-1166,DQ826038.1,93.046,1021,68,3,147,1165,1,1020,0.0,1489 144539 144539,Glomeromycotina;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus;Paraglomus occultum;,;131567;2759;33154;4751;112252;1913637;214504;214506;214508;144536;144537;144539;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S1-3H metaG",DOE Joint Genome Institute (JGI),3300005365,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4265998722,11962745,
3300005365,Ga0070688_100636011,AllrenameHeader_data3.fa-split-6.fasta.blastout.taxid_serveur_lineage:Ga0070688_100636011_3300005365:130-444,FN377860.2,87.251,251,27,5,36,284,4282,4529,1.2799999999999998e-71,281 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S1-3H metaG",DOE Joint Genome Institute (JGI),3300005365,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4265998722,11962745,
3300005340,Ga0070689_100525244,AllrenameHeader_data3.fa-split-6.fasta.blastout.taxid_serveur_lineage:Ga0070689_100525244_3300005340:385-476,FJ648425.1,100.0,91,0,0,1,91,1466,1556,2.1900000000000001e-38,169 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S2-3H metaG",DOE Joint Genome Institute (JGI),3300005340,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,5102318326,13850161,
3300005340,Ga0070689_102883429,AllrenameHeader_data3.fa-split-6.fasta.blastout.taxid_serveur_lineage:Ga0070689_102883429_3300005340:1-233,FN377860.2,92.76,221,6,3,1,212,4310,4529,1.1499999999999997e-80,311 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S2-3H metaG",DOE Joint Genome Institute (JGI),3300005340,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,5102318326,13850161,
3300005340,Ga0070689_103368563,AllrenameHeader_data3.fa-split-6.fasta.blastout.taxid_serveur_lineage:Ga0070689_103368563_3300005340:51-407,AM950210.1,96.99,299,9,0,58,356,2004,2302,2.879999999999999e-138,503 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S2-3H metaG",DOE Joint Genome Institute (JGI),3300005340,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,5102318326,13850161,
3300005330,Ga0070690_100197721,AllrenameHeader_data3.fa-split-6.fasta.blastout.taxid_serveur_lineage:Ga0070690_100197721_3300005330:1-769,KY630227.1,99.74,768,2,0,1,768,789,1556,0.0,1408 397623 397623,Glomeromycotina;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus;Paraglomus laccatum;,;131567;2759;33154;4751;112252;1913637;214504;214506;214508;144536;144537;397623;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S3-3H metaG",DOE Joint Genome Institute (JGI),3300005330,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4222505391,11810003,
3300005330,Ga0070690_100350385,AllrenameHeader_data3.fa-split-6.fasta.blastout.taxid_serveur_lineage:Ga0070690_100350385_3300005330:426-959,FN555275.1,99.23700000000001,524,3,1,1,524,228,750,0.0,944 231236 231236,Glomeromycotina;Glomeromycetes;Paraglomerales;environmental samples;uncultured Paraglomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;214508;231235;231236;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S3-3H metaG",DOE Joint Genome Institute (JGI),3300005330,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4222505391,11810003,
3300005330,Ga0070690_100505142,AllrenameHeader_data3.fa-split-6.fasta.blastout.taxid_serveur_lineage:Ga0070690_100505142_3300005330:267-357,FJ648425.1,100.0,90,0,0,1,90,1465,1554,7.73e-38,167 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S3-3H metaG",DOE Joint Genome Institute (JGI),3300005330,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4222505391,11810003,
3300005330,Ga0070690_101046062,AllrenameHeader_data3.fa-split-6.fasta.blastout.taxid_serveur_lineage:Ga0070690_101046062_3300005330:1-645,DQ826038.1,90.84,524,45,2,122,644,2,523,0.0,699 144539 144539,Glomeromycotina;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus;Paraglomus occultum;,;131567;2759;33154;4751;112252;1913637;214504;214506;214508;144536;144537;144539;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS S3-3H metaG",DOE Joint Genome Institute (JGI),3300005330,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4222505391,11810003,
3300005468,Ga0070707_100494410,AllrenameHeader_data3.fa-split-8.fasta.blastout.taxid_serveur_lineage:Ga0070707_100494410_3300005468:162-285,FJ648425.1,93.258,89,5,1,15,103,1483,1570,1.57e-26,130 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS K5-50-2 metaG",DOE Joint Genome Institute (JGI),3300005468,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,5108425512,13019115,
3300005530,Ga0070679_100339813,AllrenameHeader_data3.fa-split-9.fasta.blastout.taxid_serveur_lineage:Ga0070679_100339813_3300005530:1-1314,KF849688.1,99.54299999999999,1314,4,2,1,1313,212,1524,0.0,2392 231236 231236,Glomeromycotina;Glomeromycetes;Paraglomerales;environmental samples;uncultured Paraglomus;,;131567;2759;33154;4751;112252;1913637;214504;214506;214508;231235;231236;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C6-3B metaG",DOE Joint Genome Institute (JGI),3300005530,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4969523751,12780905,
3300005530,Ga0070679_100359743,AllrenameHeader_data3.fa-split-9.fasta.blastout.taxid_serveur_lineage:Ga0070679_100359743_3300005530:3-387,FN377860.2,92.615,325,7,4,58,374,4214,4529,1.1499999999999998e-122,451 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C6-3B metaG",DOE Joint Genome Institute (JGI),3300005530,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4969523751,12780905,
3300005530,Ga0070679_100484478,AllrenameHeader_data3.fa-split-9.fasta.blastout.taxid_serveur_lineage:Ga0070679_100484478_3300005530:2-87,FJ648425.1,100.0,85,0,0,1,85,1394,1478,4.25e-35,158 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C6-3B metaG",DOE Joint Genome Institute (JGI),3300005530,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4969523751,12780905,
3300005530,Ga0070679_102461217,AllrenameHeader_data3.fa-split-9.fasta.blastout.taxid_serveur_lineage:Ga0070679_102461217_3300005530:1-471,AM950206.1,94.595,74,3,1,1,73,744,817,7.659999999999999e-21,113 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C6-3B metaG",DOE Joint Genome Institute (JGI),3300005530,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4969523751,12780905,
3300005471,Ga0070698_101493110,AllrenameHeader_data3.fa-split-9.fasta.blastout.taxid_serveur_lineage:Ga0070698_101493110_3300005471:1-73,KC164356.1,100.0,72,0,0,1,72,2760,2831,5.41e-28,134 658196 658196,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus cerebriforme;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;4875;658196;,*Microbiome,Permanent Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS K1-50-2 metaG",DOE Joint Genome Institute (JGI),3300005471,Soil,Loam,Agricultural soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA",42.3948,-85.3738,4930262566,12466515,
3300005529,Ga0070741_10141553,AllrenameHeader_data3.fa-split-9.fasta.blastout.taxid_serveur_lineage:Ga0070741_10141553_3300005529:1-129,FN377860.2,97.656,128,2,1,1,128,2146,2272,3.45e-53,219 1117309 1117309,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis coronatus;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1117308;1117309;,*Microbiome,Permanent Draft,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.","Surface soil microbial communities from Centralia Pennsylvania, which are recovering from an underground coalmine fire - Coalmine Soil_Cen16_06102014_R1",DOE Joint Genome Institute (JGI),3300005529,Soil,Unclassified,Unclassified,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.",40.7999,-76.3402,4046951418,9224963,
3300005529,Ga0070741_10384559,AllrenameHeader_data3.fa-split-9.fasta.blastout.taxid_serveur_lineage:Ga0070741_10384559_3300005529:4-667,KM208490.1,98.195,665,10,2,1,663,520,1184,0.0,1160 241622 241622,Glomeromycotina;environmental samples;uncultured Glomeromycotina;,;131567;2759;33154;4751;112252;1913637;214504;241592;241622;,*Microbiome,Permanent Draft,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.","Surface soil microbial communities from Centralia Pennsylvania, which are recovering from an underground coalmine fire - Coalmine Soil_Cen16_06102014_R1",DOE Joint Genome Institute (JGI),3300005529,Soil,Unclassified,Unclassified,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.",40.7999,-76.3402,4046951418,9224963,
3300005529,Ga0070741_11230995,AllrenameHeader_data3.fa-split-9.fasta.blastout.taxid_serveur_lineage:Ga0070741_11230995_3300005529:4-277,AM950210.1,93.28399999999999,268,16,2,7,273,920,1186,1.3399999999999998e-105,394 4876 4876,Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus intraradices;,;131567;2759;33154;4751;112252;1913637;214504;214506;36750;36751;1129544;4876;,*Microbiome,Permanent Draft,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.","Surface soil microbial communities from Centralia Pennsylvania, which are recovering from an underground coalmine fire - Coalmine Soil_Cen16_06102014_R1",DOE Joint Genome Institute (JGI),3300005529,Soil,Unclassified,Unclassified,"Surface soil microbial communities from  Centralia Pennsylvania, which are recovering from an underground coalmine fire.",40.7999,-76.3402,4046951418,9224963,
